mendung,mandung,muru,,,,,,,,
menembak,manembak,,,,,,,,,
menerima,manarima,,,,,,,,,
mengakui,mangakui,mangaku ay,,,,,,,,
mengamankan,maamanakan,,,,,,,,,
mengeluarkan,mangaluarakan,,,,,,,,,
mengembalikan,mambulik akan,,,,,,,,,
mengerikan,mambari takutan,,,,,,,,,
menghancurkan,mahancuriakan,,,,,,,,,
menghargai,maharagai,,,,,,,,,
menghindari,maliung,,,,,,,,,
mengusir,mausir,,,,,,,,,
mengutuk,mangutuk,,,,,,,,,
meninggal,maninggal,,,,,,,,,
meningkatkan,manaik akan,,,,,,,,,
menolak,kada hakun,kada haku juga berarti tidak mau,,,,,,,,
menunggu,mahadang,,,,,,,,,
menurunkan,manurunakan,,,,,,,,,
menyadari,,,,,,,,,,
menyalahkan,maniwas,,,,,,,,,
menyambut,manyambut,,,,,,,,,
menyebabkan,maulah,,,,,,,,,
menyerang,manyarang,,,,,,,,,
menyeret,mahirit,,,,,,,,,
menyesatkan,manyasatakan,,,,,,,,,
menyita,manyita,,,,,,,,,
meragukan,,,,,,,,,,
meruntuhkan,mahancur,,,,,,,,,
minta,minta,,,,,,,,,
minta maaf,minta maaf,,,,,,,,,
miskin,miskin,sakit,,,,,,,,
moga,mudahan,,,,,,,,,
muda,anum,,,,,,,,,
mudah,nyaman,,,,,,,,,
muka,muha (wajah),,,,,,,,,
mulia,mulia,,,,,,,,,
mundur,baundur,,,,,,,,,
murah,murah,,,,,,,,,
murka,amuk,muar banar,,,,,,,,
musuh,sataru,musuh,,,,,,,,
nanti,kena,kaina,,,,,,,,
nekat,nekat,wani hangit,,,,,,,,
neraka,naraka,,,,,,,,,
ngeri,gair,,,,,,,,,
ngerti,faham,,,,,,,,,
nilai,nilai,,,,,,,,,
oke,ayu ja,,,,,,,,,
oleh,,,,,,,,,,
orang bodoh,orang bungul,,,,,,,,,
pada,gasan,,,,,,,,,
padat,rapat,tatal,hibak,,,,,,,
pahlawan,pahlawan,,,,,,,,,
palsu,palsu,inca an,,,,,,,,
panas,panas,,,,,,,,,
panik,abut,,,,,,,,,
panjang,panjang,,,,,,,,,
pantat,burit,,,,,,,,,
parodi,mahalabiu,,,,,,,,,
pasti,pasti,,,,,,,,,
pecah,pacah,,,,,,,,,
peduli,mahatiakan,,,,,,,,,
pelaku,nang manggawi,,,,,,,,,
pelaku kejahatan,panjahatnya,,,,,,,,,
pembela,pambela,,,,,,,,,
pemberani,pawanian,,,,,,,,,
pemberontakan,pambaruntak,,,,,,,,,
penangkapan,panangkapan,,,,,,,,,
pendukung,pandukung,panggustiannya,,,,,,,,
penembakan,panembakan,,,,,,,,,
pengecut,panakutan,,,,,,,,,
pengunjung,tamu,,,,,,,,,
penjara,panjara,,,,,,,,,
penting,panting,,,,,,,,,
penuh,hibak,,,,,,,,,
penularan,manjangkiti,,,,,,,,,
penyelamat,panyalamat,,,,,,,,,
penyelidikan,panyalidikan,,,,,,,,,
perampok,parampok,,,,,,,,,
perang,perang,,,,,,,,,
perasaan,parasaan,,,,,,,,,
percaya,parcaya,,,,,,,,,
perdamaian,badamai,,,,,,,,,
peringatan,diingataka,,,,,,,,,
perjuangan,bajuang,,,,,,,,,
pertanyaan,tatakunan,,,,,,,,,
pertempuran,baparang,bacakut,,,,,,,,
pikir,pikir,,,,,,,,,
pintar,pintar,,,,,,,,,
populer,tarkanal,,,,,,,,,
positif,bagus,batambah,,,,,,,,
potong,tatak,,,,,,,,,
puja,puja,,,,,,,,,
puji,puji,ambung,,,,,,,,
pukul,pukul,rimbat,catuk,,,,,,,
pulih,tabulik asal,,,,,,,,,
pura,kisahan,,,,,,,,,
pusing,pusing,hanyut (pada orang yg hampir pingsan karena anemia),,,,,,,,
racun,racun,,,,,,,,,
rahmat,rahmat,,,,,,,,,
rampas,rabuti,marabuti,,,,,,,,
ras,orang ,"(misal ras india ""orang india"")",,,,,,,,
raya,raya,,,,,,,,,
rela,rela,,,,,,,,,
rindu,dandaman,,,,,,,,,
runtuh,rubuh,,,,,,,,,
sadar,sadar,,,,,,,,,
saham,saham,,,,,,,,,
sakit,garing,,,,,,,,,
salah,salah,,,,,,,,,
salam,salam,,,,,,,,,
salut,maharagai aku,,,,,,,,,
sama,sama,,,,,,,,,
samping,higa,,,,,,,,,
sangat,bangat,liwar,,,,,,,,
santai,santai,,,,,,,,,
sapa,tagur,rawa,,,,,,,,
saran,papadah,,,,,,,,,
sayang,sayang,,,,,,,,,
sebab,sabab,,,,,,,,,
sebut,sambat,,,,,,,,,
sedih,sadih,marista,,,,,,,,
segan,segan,,,,,,,,,
selamat,salamat,,,,,,,,,
selesai,tuntung,,,,,,,,,
semangat,samangat,,,,,,,,,
sembunyi,sambunyi,basilip,,,,,,,,
semoga,mudahan,,,,,,,,,
sempat,sampat,sawat,,,,,,,,
senang,sanang,himung,,,,,,,,
sendiri,sorangan,,,,,,,,,
senjata,sanjata,,,,,,,,,
senyum,sanyum,karinyum,,,,,,,,
seperti,nangkaya,,,,,,,,,
sepi,sunyi,,,,,,,,,
seragam,saragam,,,,,,,,,
seram,mambari takutan,,,,,,,,,
serang,sarang,sarbu,,,,,,,,
serangan,sarangan,,,,,,,,,
serikat,sarikat,,,,,,,,,
siap,siap,,,,,,,,,
sigap,lakas,,,,,,,,,
silahkan,silahakan,jin ha,,,,,,,,
simpati,maras,,,,,,,,,
simpatik,maulah katuju,,,,,,,,,
solidaritas,kurang labih,kakurang labih,,,,,,,,
sopan,sopan,,,,,,,,,
stres,mauk,munyak,muyak,,,,,,,
striker,panyarang,,,,,,,,,
suap,sogok,,,,,,,,,
suka,katuju,,,,,,,,,
sulit,ngalih,,,,,,,,,
super,liwar,,,,,,,,,
surga,surga,,,,,,,,,
susah,ngalih,,,,,,,,,
tabah,tabah,,,,,,,,,
tabrak,ranjah,,,,,,,,,
tahan,tahan,,,,,,,,,
tahanan,tahanan,,,,,,,,,
tak kalah,kada kalah,,,,,,,,,
takut,takutan,,,,,,,,,
tanggung jawab,tanggung jawab,,,,,,,,,
tangis,tangis,,,,,,,,,
tangkap,tangkap,,,,,,,,,
tantangan,tantangan,,,,,,,,,
tanya,takun,,,,,,,,,
tegang,tagang,,,,,,,,,
tegas,tagas,,,,,,,,,
tembak,tembak,,,,,,,,,
tempur,tempur,,,,,,,,,
tenang,tanang,,,,,,,,,
tenggelam,tinggalam,,,,,,,,,
tentang,tantang,,,,,,,,,
tentu,nyata ay,nyata haja,,,,,,,,
teramat,bangat,,,,,,,,,
terbesar,pangganalnya,,,,,,,,,
terbunuh,tabunuh,,,,,,,,,
terganggu,taganggu,,,,,,,,,
tergantung,tagantung,,,,,,,,,
teriak,kuciak,,,,,,,,,
teriakan,kuciakan,,,,,,,,,
terima,tarima,,,,,,,,,
terima kasih,tarima kasih,,,,,,,,,
terimakasih,tarimakasih,,,,,,,,,
terkejut,takajut,,,,,,,,,
terkena,takana,,,,,,,,,
terluka,luka,gurai,,,,,,,,
teror,takutani,,,,,,,,,
terpengaruh,tahasut,,,,,,,,,
tersangka,tasangka,,,,,,,,,
tersinggung,tasinggung,,,,,,,,,
tertarik,katuju,,,,,,,,,
tertentu,orang orangnya jaa,,,,,,,,,
tertinggal,tatinggal,,,,,,,,,
tidak,kada,,,,,,,,,
tidak aman,kada aman,,,,,,,,,
tinggal,badiam,,,,,,,,,
tingkat,loteng,,,,,,,,,
tragedi,bakajadian,,,,,,,,,
trauma,pancat,,,,,,,,,
tubuh,awak,,,,,,,,,
tuduhan,tuduhan,,,,,,,,,
tukang jualan,tukang bajualan,,,,,,,,,
tumpas,habisakan,,,,,,,,,
tunda,kaina,,,,,,,,,
tunggu,hadang,,,,,,,,,
turun,turun,,,,,,,,,
tutup,tutup,tukup,,,,,,,,
uang,duit,,,,,,,,,
untung,untung (dalam hal semacam keberuntungan),hujung (untung dalam makna perdagangan semacam margin),,,,,,,,
utuh,kada bauna,,,,,,,,,
wajib,wajib,,,,,,,,,
waspada,bajaga kalu kalupina,,,,,,,,,
wow,umay,umaylah,uma uma,,,,,,,
ya,ya,iih,inggih,,,,,,,
yakin,yakin,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,s,,,,,,,
