abu,abu,,,,,,,,,
adopsi,ngala' anak,,,,,,,,,
kebencian,kabâjhi'ân,kabêjhi'ên,,,,,,,,
keberanian,kabêngalan,kabângalan,,,,,,,,
kebetulan,katêppa'an,kalêrrêssan,,,,,,,,
kecewa,kêcèwa,,,,,,,,,
kehancuran,kaancoran,,,,,,,,,
kehilangan,kaèlangan,,,,,,,,,
kejahatan,kajahatan,,,,,,,,,
kejam,kêjjêm,kâjjâm,,,,,,,,
keji,kêjji,kâjji,,,,,,,,
kekayaan,kasoghiên,kasoghiyên,,,,,,,,
kekerasan,kakêrrasan,,,,,,,,,
kekuatan,kakoatan,,,,,,,,,
kelaparan,kalaparan,,,,,,,,,
keluar,kaluar,,,,,,,,,
kematian,kapatian,,,,,,,,,
kembali,abâli,abêli,,,,,,,,
kena,kênning,,,,,,,,,
kenal,kennal,tao,,,,,,,,
kenyamanan,kanyamanan,,,,,,,,,
kepentingan,kapêntingan,,,,,,,,,
keras,liya',,,,,,,,,
keren,kêrrèn,,,,,,,,,
kerugian,karogiên,karogiyên,,,,,,,,
kerusakan,karosakan,,,,,,,,,
kesalahan,kasala'an,kakalèruan,,,,,,,,
kesan,kêssan,,,,,,,,,
kesempatan,kasêmpatan,,,,,,,,,
kesepian,kasêppian,,,,,,,,,
kesulitan,kasara'an,kasokaran,kasossa'an,,,,,,,
ketakutan,katako'an,arassa tako',,,,,,,,
ketat,kêttat,,,,,,,,,
ketegangan,katêgangan,,,,,,,,,
kompak,kompak,,,,,,,,,
konflik,konflik,masala,,,,,,,,
konspirasi,komplotan,sêkongkolan,konspirasi,,,,,,,
korban,korban,,,,,,,,,
korban jiwa,korban jiwa,,,,,,,,,
kosong,kosong,,,,,,,,,
kotor,keddhâ',ķeddhe',,,,,,,,
kuat,koat,soghâk,soghek,,,,,,,
kurang,korang,,,,,,,,,
kutuk,bhêsto,sompa,laknat,,,,,,,
kutukan,sompa,bhâstoan,bhêstoan,kutukan,,,,,,
langgar,langgar,,,,,,,,,
larang,larang,,,,,,,,,
larangan,larangan,,,,,,,,,
lawan,labên,muso,saèngan,,,,,,,
layak,pantês,patot,,,,,,,,
lebih,lêbbi,talèbet,,,,,,,,
lebih baik,lebbi bhâghus,lebbi mapan,talèbet bhâghus,,,,,,,
lembut,lembu',,,,,,,,,
lengkap,lengkap,ghânna',ghênna',,,,,,,
lenyap,èlang,musnah,,,,,,,,
lewat,lèbât,lèbet,,,,,,,,
lihat,abês,congngu',tèngghu,,,,,,,
lmao,Imao,,,,,,,,,
luar biasa,luar biasa,,,,,,,,,
lucu,lucu,lèbur,,,,,,,,
luka,loka,,,,,,,,,
lupa,loppa,,,,,,,,,
maaf,ma'ap,saporana,,,,,,,,
mahal,larang,,,,,,,,,
mampu,mampu,bisa,sangghup,,,,,,,
marah,nguso',,,,,,,,,
masalah,masala,,,,,,,,,
mati,matè,tompês,,,,,,,,
mayat,mayyit,,,,,,,,,
melakukan,ngalakoni,,,,,,,,,
melanggar,alanggar,,,,,,,,,
melemahkan,mêlêmahkan,aghâbây lemmah,,,,,,,,
melindungi,alindungi,ajâgâ,ajêgê,,,,,,,
melumpuhkan,mêlumpuhkan,malompo,,,,,,,,
memastikan,mamastè,mastèaghi,mastèyaghi,,,,,,,
membahayakan,ngêbahaya'aghi,abêrri' bahaya,,,,,,,,
membantu,abhento,abhânto,nulongi,,,,,,,
membatalkan,maburung,mabhâttal,mabhêttallaghi,,,,,,,
membenci,bâjhi',bêjhi',tak sênnêng,,,,,,,
membuka,mukka',,,,,,,,,
membunuh,matè'e,,,,,,,,,
memerangi,aperrangi,,,,,,,,,
mempertanyakan,atanya'aghi,abêrri' parsoalan,,,,,,,,
memuji,amojhi,,,,,,,,,
menahan,anahan,,,,,,,,,
menanti,adentè',anantè',ngantos,adântos,adêntos,,,,,
menarik,narè',,,,,,,,,
mencurigakan,mêncurigakan,tak parcajê,,,,,,,,
mendapatkan,ngaollè,,,,,,,,,
menderita,mêndêrita,ngalamin,,,,,,,,
mendoktrin,adoktrin,,,,,,,,,
mendorong,ajhungka'aghi,,,,,,,,,
mendukung,adukung,,,,,,,,,
mendung,ondêm,,,,,,,,,
menembak,nèmbak,,,,,,,,,
menerima,narèma,,,,,,,,,
mengakui,ngakoè,,,,,,,,,
mengamankan,ngamannaghi,,,,,,,,,
mengeluarkan,makaluar,,,,,,,,,
mengembalikan,mabêli,,,,,,,,,
mengerikan,nako'è,,,,,,,,,
menghancurkan,ngancorraghi,,,,,,,,,
menghargai,arâgghâi,arêgghei,,,,,,,,
menghindari,ahindari,,,,,,,,,
mengusir,ngujêk,,,,,,,,,
mengutuk,abhâsto,abhêsto,,,,,,,,
meninggal,matè,tompês,,,,,,,,
meningkatkan,maongghê,maongghâ,,,,,,,,
menolak,anolak,,,,,,,,,
menunggu,adentè',anantè',ngantos,adêntos,adântos,,,,,
menurunkan,matoron,,,,,,,,,
menyadari,mênyadari,ngarassa,,,,,,,,
menyalahkan,nyala'aghi,nyalaè,,,,,,,,
menyambut,mênyambut,narèma,,,,,,,,
menyebabkan,lantaran,nyêbabbaghi,,,,,,,,
menyerang,alabân,alabên,,,,,,,,
menyeret,ètèrèt,ètajhe',ètajhâ',ètarè',,,,,,
menyesatkan,masêssat,,,,,,,,,
menyita,mênyita,èrampas,èkala',,,,,,,
meragukan,mêragukan,,,,,,,,,
meruntuhkan,maronto,,,,,,,,,
minta,minta,,,,,,,,,
minta maaf,minta sapora,,,,,,,,,
miskin,miskèn,,,,,,,,,
moga,moghâ,moghê,,,,,,,,
muda,ngude,ngudâ,,,,,,,,
mudah,ghâmpang,ghempang,,,,,,,,
muka,mua,muwa,,,,,,,,
mulia,muljâ,muljê,,,,,,,,
mundur,nyurot,,,,,,,,,
murah,mudâ,mudê,,,,,,,,
murka,murka,bhâllis sarah,cék bhâllissêh,bhêllis,,,,,,
musuh,muso,,,,,,,,,
nanti,dâgghik,dêgghik,,,,,,,,
nekat,nekat,bêngal,bêngalan,,,,,,,
neraka,naraka,,,,,,,,,
ngeri,ngêrri,nako'è,,,,,,,,
ngerti,ngartè,,,,,,,,,
nilai,nilai,,,,,,,,,
oke,oke,,,,,,,,,
oleh,oleh,,,,,,,,,
orang bodoh,orèng bhuduh,rèng bhuduh,,,,,,,,
pada,pada,,,,,,,,,
padat,padêt,possa',rapêt,,,,,,,
pahlawan,pahlawan,,,,,,,,,
palsu,palsu,tèruan,,,,,,,,
panas,panas,,,,,,,,,
panik,panik,bhingung,posang,,,,,,,
panjang,lanjâng,lanjhêng,,,,,,,,
pantat,buri' ,,,,,,,,,
parodi,parodi,,,,,,,,,
pasti,pastè,,,,,,,,,
pecah,bêllê,,,,,,,,,
peduli,pêduli,,,,,,,,,
pelaku,orèng sè amain,orèng sè ngalakoni,,,,,,,,
pelaku kejahatan,orèng sè ngalakoni parkara jahat,,,,,,,,,
pembela,orèng sè abèla,,,,,,,,,
pemberani,bêngalan,,,,,,,,,
pemberontakan,pemberontakan,,,,,,,,,
penangkapan,tangkêppan,,,,,,,,,
pendukung,orèng sè adukung,,,,,,,,,
penembakan,panèmba'an,,,,,,,,,
pengecut,tako'an,,,,,,,,,
pengunjung,orèng sè dâtâng,orèng sè èntar,,,,,,,,
penjara,okoman,,,,,,,,,
penting,pentèng,,,,,,,,,
penuh,possa',,,,,,,,,
penularan,panularan,,,,,,,,,
penyelamat,panyalamêt,orèng sè nyalametteghi,,,,,,,,
penyelidikan,pênyelidikan,,,,,,,,,
perampok,malèng,tokang ngico',,,,,,,,
perang,pêrrang,acarok,,,,,,,,
perasaan,pêrasaan,,,,,,,,,
percaya,parcajê,parcajâ,,,,,,,,
perdamaian,perdamaian,,,,,,,,,
peringatan,pêringatan,nga'nginga'in,,,,,,,,
perjuangan,pêrjuangan,,,,,,,,,
pertanyaan,pêrtanyaan,,,,,,,,,
pertempuran,pêrtempuran,papêrrangan,,,,,,,,
pikir,pèkkèr,,,,,,,,,
pintar,pèntèr,,,,,,,,,
populer,populèr,èkennal,,,,,,,,
positif,positif,,,,,,,,,
potong,kețțok,toghâl,toghêl,,,,,,,
puja,puja,,,,,,,,,
puji,pojhi,,,,,,,,,
pukul,pokol,tokol,peccot,,,,,,,
pulih,bârâs,bêrês,,,,,,,,
pura,purâ,,,,,,,,,
pusing,pèttengngen,palêngngên,,,,,,,,
racun,racon,,,,,,,,,
rahmat,rahmat,,,,,,,,,
rampas,rampas,râbbhu',rebbhu',,,,,,,
ras,ras,,,,,,,,,
raya,rajê,rajâ,,,,,,,,
rela,rèla,,,,,,,,,
rindu,kêrrong,,,,,,,,,
runtuh,ronto,,,,,,,,,
sadar,sadar,ènga',,,,,,,,
saham,saham,,,,,,,,,
sakit,sakè',sakèk,,,,,,,,
salah,salah,lopot,,,,,,,,
salam,salam,,,,,,,,,
salut,salut,,,,,,,,,
sama,bârâng,bhêrêng,bik,padâ,padê,,,,,
samping,pèngghir,,,,,,,,,
sangat,sangêt,cèk,,,,,,,,
santai,santai,,,,,,,,,
sapa,nyapa,,,,,,,,,
saran,saran,,,,,,,,,
sayang,sayang,,,,,,,,,
sebab,sâbbâb,sêbbêb,,,,,,,,
sebut,kocak,sebbhut,,,,,,,,
sedih,seddhi,,,,,,,,,
segan,sêgan,sêngka,todus,,,,,,,
selamat,salamêt,,,,,,,,,
selesai,marè,,,,,,,,,
semangat,sêmangat,,,,,,,,,
sembunyi,ngitek,,,,,,,,,
semoga,samoghâ,,,,,,,,,
sempat,sêmpêt,,,,,,,,,
senang,sênnêng,,,,,,,,,
sendiri,kadhibik,,,,,,,,,
senjata,sênjata,,,,,,,,,
senyum,misêm,,,,,,,,,
seperti,padêna,padâna,,,,,,,,
sepi,seppè,,,,,,,,,
seragam,sêragam,,,,,,,,,
seram,sêrrêm,nako'èn,,,,,,,,
serang,sêrrang,,,,,,,,,
serangan,sêrrangan,,,,,,,,,
serikat,sêrikat,,,,,,,,,
siap,siap,,,,,,,,,
sigap,sigap,,,,,,,,,
silahkan,èyatorè,ngirèng,nyara,,,,,,,
simpati,nisêr,,,,,,,,,
simpatik,nisêrran,,,,,,,,,
solidaritas,solidaritas,,,,,,,,,
sopan,sopan,,,,,,,,,
stres,stres,,,,,,,,,
striker,striker,,,,,,,,,
suap,sogo'an,,,,,,,,,
suka,sênnêng,,,,,,,,,
sulit,sarah,,,,,,,,,
super,supêr,,,,,,,,,
surga,suwargâ,suwarghê,,,,,,,,
susah,sossa,,,,,,,,,
tabah,tabah,,,,,,,,,
tabrak,tabrak,,,,,,,,,
tahan,tahan,,,,,,,,,
tahanan,tahanan,okoman,,,,,,,,
tak kalah,tak kalah,,,,,,,,,
takut,tako',,,,,,,,,
tanggung jawab,tanggung jâwâb,tanggung jêwêb,,,,,,,,
tangis,tangis,,,,,,,,,
tangkap,pèghâ',pèghe',,,,,,,,
tantangan,tantangan,,,,,,,,,
tanya,tanya,,,,,,,,,
tegang,têgang,,,,,,,,,
tegas,têgghâs,têgghês,,,,,,,,
tembak,tèmbak,,,,,,,,,
tempur,têmpur,,,,,,,,,
tenang,tênnang,,,,,,,,,
tenggelam,tasèllem,talanyu',,,,,,,,
tentang,têntang,,,,,,,,,
tentu,tanto,jêllas,têrrang,,,,,,,
teramat,sè palèng,,,,,,,,,
terbesar,sè palèng rajâ,sè palèng rajê,,,,,,,,
terbunuh,èkênning patè'è,,,,,,,,,
terganggu,têrgânggu,,,,,,,,,
tergantung,têrgantung,,,,,,,,,
teriak,rèng-cerrèngan,rak-orakan,,,,,,,,
teriakan,orakan,cerrèngan,,,,,,,,
terima,tarèma,,,,,,,,,
terima kasih,kaso'on,sakalangkong,klangkong,,,,,,,
terimakasih,kaso'on,sakalangkong,klangkong,,,,,,,
terkejut,takerjhât,takerjhet,,,,,,,,
terkena,ekênning,,,,,,,,,
terluka,èkenning loka,,,,,,,,,
teror,tèror,ancêmman,,,,,,,,
terpengaruh,terpengaruh,kênning pengaruh,,,,,,,,
tersangka,têrsangka,sè è sangka,,,,,,,,
tersinggung,tersinggung,,,,,,,,,
tertarik,arassa sênnêng,têrro,,,,,,,,
tertentu,la tanto,la pasté,la jêllas,la terrang,,,,,,
tertinggal,edhina'aghi,ceccèr,,,,,,,,
tidak,ânjâ',enje',ântân,êntên,bhuntân,,,,,
tidak aman,tak aman,,,,,,,,,
tinggal,tinggal,nêttêp,,,,,,,,
tingkat,tingkat,,,,,,,,,
tragedi,tragèdi,kadâddhiân,kadêddhiên,,,,,,,
trauma,trauma,,,,,,,,,
tubuh,bâdân,bhêdhên,,,,,,,,
tuduhan,tuduhan,sangkaan,,,,,,,,
tukang jualan,tokang juwâlân,tokang jhuwêlên,,,,,,,,
tumpas,tompês,,,,,,,,,
tunda,tunda,undur,,,,,,,,
tunggu,dânté',nanté',antos,dântos,dentos,,,,,
turun,toron,,,,,,,,,
tutup,totop,,,,,,,,,
uang,pèssè,obâng,obêng,,,,,,,
untung,ontong,pojhur,,,,,,,,
utuh,utuh,pagghun,têttêp,ghânna',ghenna',,,,,
wajib,wâjib,wêjib,kodhu,,,,,,,
waspada,tèngatè,sènga',sènga'an,,,,,,,
wow,wow,waw,,,,,,,,
ya,yâ,yê,iyê,iyâ,,,,,,
yakin,yakin,parcajâ,parcajê,,,,,,,
