id,lang,source,target
467,bataktoba,Saya sekeluarga sedang cari tempat makan habis nonton. Kami bosan makan di resto / kafe di mal. Tiba-tiba terlihat resto di kanan jalan. Sudah lama kami tidak makan kari. Mampirlah kami ke resto yang tergolong kecil hanya 9 meja. Ternyata enak tempat dan makanannya.,Ahu sakeluarga mangalului inganan parmanganan sae manonton. Hami ngolngolan mangan di parmanganan di mall. Toppu tarbereng parmanganan di siamun ni dalan. Nunga leleng hami dang mangallang kari. Disorohon hami ma tu parmanganan na songon na gelleng holan 9 meja. Hape tabo hian ingananna dohot siallangonna.
852,bataktoba,Kopi starbucks kenapa bisa enak banget sih,Kopi sturbucks boasa boe tabo hian boh.
861,bataktoba,"Katanya di sana akan dibangun transmart, di sebelah bangunan itu.","didokkon disan naeng bahenonna transmart, disamping ni gedong i."
628,bataktoba,"Sungguh pengalaman unik, makan di tengah sawah di antara padi yang hampir menguning. Dengan pilihan menu yang variatif, penyajian yang menarik dan menggugah selera.","Tohodo pengalaman na unik, mangan di tonga-tonga ni hauma di eme na naeng marhunik. Dohot sipanganon namarragam, pangaradean na pe lomo roha mangida jala mambaen ro ijur."
181,bataktoba,"Makan bersama dengan para sistah beberapa waktu yang lalu, tempat nyaman, enak buat nongkrong, pelayanan bagus. Dah beberapa kali makan di sini.","rap mangan dohot angka sistah ditingki ari na lewat, sonang do roha di inganan i, tabo di inganan I laho manghata- hatai, panghobasion na pe denggan, nunga piga-piga hali mangan dison."
208,bataktoba,"Tempat oleh-olehnya lengkap dan cukup nyaman, mudah dijangkau, harganya terjangkau, serta pelayanannya ramah","Inganan siboan-boanon radot jala menak, ura tarungdung, argana pe tardungdung, dohot panghobasionna pe lambok parsise."
122,bataktoba,"Hai eviana, mohon maaf atas ketidaknyamanannya. Untuk kontak dari indosat dapat mengakses tautan ini: Silakan pengecekan ya. Terima kasih. Erf","Hai eviana, mangido maaf ma hami di hahurangan ni panghobasion nami, tu kontak na sian indosat boima di akses tautan on : Pareso ma da, mauliate. Erf"
655,bataktoba,Menunya indomie sama roti bakar. Untuk tempat sama seperti cabang yang lainnya nyaman buat kumpul. ,Sipanganon na indomi dohot roti bakar. Molo inganan na sarupa songon cabang na asing tabo laho marpungu.
182,bataktoba,"Sambal dengan daun serawung, tomat, dan cabe rawit. Rasa sambal ini yang membuat kota di garut yang namanya cibiuk jadi terkenal. Sambal ini bisa dinikmati dengan gurame goreng ataupun dengan ayam goreng. Rasanya sangat enak. Selain di lengkokng cibiuk juga memiliki banyak cabang","sambal dohot bulung serawung, tomat dohot cabe metmet. Dae ni sambal on do mambahen kota di garut namargoar Cibiuk gabe tarbarita.sambal on boi panganon rap gurame na digoreng nang manuk na digoreng. Daena tung mansai tabo. Asing sian na di lengkong cibiuk pe tung godang do cabang na."
316,bataktoba,Saya sudah konfirmasi ke pihak gramedia tapi dilempar-lempar tak ada kejelasan. Pihak gramed sampai spv di outlet tersebut saling lempar dan menyebut tidak ada promo. Kecewa dilempar-lempar begitu,Nungnga hu sungkun be denggan tu pargramedia alai di ambal-ambalhon do ndang marna jelas. Pargramed sahat tu spv di outlet i masi pabali-balian hata mandok ndang adong promo. Jut hian do roha molo ma sipabali-balian songon i
216,bataktoba,"Selamat siang, jika ada hal lain yang bapak akan tanyakan dapat mention kami kembali. Terima kasih zan","selamat arian, molo adong na asing na aning disungkun bapa boima di gorahon hami muse. mauliate zan"
865,bataktoba,"Menurut kami tempat ini biasa saja tidak ada atraksi atau pemandangan yang menarik dengan harga tiket 10000 / orang, kalau pemandangan gunung ya memang sudah seharusnya karena berada di daerah tinggi. Untuk wisata kuliner juga tidak terlalu banyak pilihan seperti tempat yang satu lagi.","Pandapot nami inganan on somal hian do dangadong atraksi manang panatapan na menarik dohot arga ni tiket 10000/jolma, molo panatapan ni dolok ba nga memang ikkon dah alana adong di inganan na timbo. Laho mangedangi sipanganon pe dang pola godang sipilliton songon inganan na sada nai."
894,bataktoba,"Saya sudah menjadi pelanggan madtari sejak tahun 2002, saat itu masih berupa warung tenda kecil yang sangat ramai malam hari. Beberapa tahun silam menempati bangunan yang permanen, sejak itu saya merasa kualitasnya agak menurun dibandingkan dengan saat di warung tenda. Yang jelas, harga naik cukup signifikan, dibandingkan warung serupa, mungkin lebih mahal.","Ahu nungnga gabe panuhor madtari sian taon 2002, tikki i adong dope songon lapo tedda nagelleng na mansai rame tikki borngin. Piga-piga taon nasalpu mangingani godung na hot , sian tikki i ahu merasa kualitasna songon namoru molo nitudoshon dohot tikki lapo tedda dope. Na hantus, argana nakkok tar godang do, ditudoshon tu lapo nasarupa, olo ra ummarga."
329,bataktoba,"Komentar pertama sudah pasti venue yang kece, pelayanan ramah sekali, dan untuk menu yang dipilih adalah ikan bakar dan sop buntutnya yang aku kasih nilai 4 tapi buat es buah itu aku kasih nilai 5 ya!","Pandapot parjolo nga pasti venue na mansai uli, panghobasionna tung mansai denggan jala sipanganon na hupillit ima dengke na tinutung dohot sop buntut na hulehan punten 4 alai tu es buah i hulean punten 5 da!
"
169,bataktoba,"Di restoran ini makanan yang disediakan banyak sekali dan harga cukup terjangkau, suasana yang enak dan nyaman","di ruma makan on sipanganon naadong tung mansai godang jala marragam, jala argana pe naboi tuhoron dope, tung mansai tabo dohot menak."
374,bataktoba,Aku iri melihat kalian yang bisa menemukan kebahagiaan.,Sogo hian do rohangku mamereng hamu boi dapotan las niroha
558,bataktoba,Habis beli pulsa mau daftar paket internet gagal terus dan suruh mengulang terus di 363 dan tetap tidak bisa,Suda manuhor pulsa lao mandaftar paket internet dang marnajadi jala disuru mangulanghon torus di 363 jala tong do dang boi.
776,bataktoba,"Tempatnya sangat bagus apa lagi malam hari dihias dengan lampu-lampu, sangat romantis. Cocok buat pasangan. Jauh dari keramaian. Udaranya sangat dingin. Kita dapat melihat keindahan kota dari atas.","ingananna bagak hian apa lagi ma di borngin ari di bahen gaba gaba lampu, lamu romantis. suman ma tu angka namarhallet. dao sian harameon. alogo na  ngali. hita boi mangida habagakon ni kota sian ginjang."
56,bataktoba,"Makanannya enak enak dan eye catching untuk di foto, suka. Tetapi minumannya juga enak dan tempatnya nyaman untuk kumpul kumpul dengan teman.","Sipanganon na tabo-tabo jala cocok di poto, lomo roha. Alai siinumonna pe tabo jala ingananna tabo laho marpungu dohot dongan."
529,bataktoba,"Ini kali kedua kunjungan saya. Semua makanan yang saya coba enak-enak, dan tempatnya masih semenawan dulu. Tidak pernah menyesal makan di sini.","On ma paduahalihon ro au. Sude sipanganon nahudai tabo-tabo, jala ingananna pe songon bagak ni si  najolo. Dang pola hea manolsoli  mangan dison."
676,bataktoba,"Makanannya smoked chicken dan cheese sandwich, minumannya jus. Lumayan pas dan enak. Tempatnya memang enak buat yang ingin suasana hening santai jauh dari kebisingan.","Sipanganon na smoked chicken dohot chees sandwich, siinumon na jus. Lumayan pas jala tabo, Inganan na memang tabo tu na naeng di partingkian na lungun santai jala dao sian na guttur."
312,bataktoba,Obat tanpa resep sebaiknya dihindari ibu menyusui,Ubat na so marresep asa undenggan ma dipasiding angka ina panarusan
568,bataktoba,"Semakin banyak tahu, semakin cemburu.","Lam godang niboto, lam mangiburu."
454,bataktoba,Karyawan malas untuk apa kasih cuti. Bisnis lagi jelek malah mau foya foya. Mikir dong!,Parkarejo losok tu aha di lehon maradi satongkin. Parkarejoan lagi roa hape naeng hoga-hoga. Marpikkir jo!
487,bataktoba,"Tempat yang berdampingan dengan air sungai dan rimbunnya pepohonan dan makanan yang lezat membuat betah dan cocok untuk beristirahat, berbagai jajanan juga tersedia di tempat ini, hawanya juga sejuk.","Inganan na pajonok-jonok dohot aek ni sunge dohot potpot ni akka hau dohot sipanganon na mansai tabo mambahen menak dohot pas laho maradi, massam ni sipanganon pe adong do di inganan on, hawana pe lambok."
621,bataktoba,"Tolong ya minimal, demi kemudahan nasabah agar di dalam stasiun tigaraksa diberikan mesin atm bni","Tolong ma minimala, asa lam mura di nasabah asa di bagasan stasiun tigaraksa dilehon masin atm bni."
820,bataktoba,"Kupat tahu gempol merupakan salah satu kupat tahu legendaris. Tempatnya tidak terlalu besar tetapi cukup mencolok dengan warna merahnya di pertigaan pasar gempol. Porsinya pas banget untuk menghilangkan lapar. Ciri khas dari kupat tahu ini adalah tahunya yang lembut dan kenyal serta kuah kacangnya pas di lidah, dipadu dengan lontong, tauge dan kerupuk merah. Enak sekali.","Kupat tahu gempol ima sada kupat tahu nga mulai sian najolo hian. Ingananna dang pola balga alai sae tandi di bahen warna na rara di simpang tolu onan gempol. Pargodangna pas hian lao pamagohon male. Halobianni kupat tahu on ima tahuna na lambok dohot bandol dohot hua ni kaccang na pas tu dila, di padomu muse dohot lontong, toge, dohot karupuk na rara. Tabo hian."
44,bataktoba,"Wah sama seperti saya ini mas barusan, paket freedom l saya belum habis tapi sudah dibebankan tarif internet perlu sampai pulsa sekitar 40 ribu saya disedot perampok","Wah sarupa songon ahu on ipe bang, paket freedom I ahu dang sudah dope hape nungga diampehon tu tarif internet porlu sahat tu  pulsa hira-hira 40 ribu ahu dibuat pangarampok."
766,bataktoba,Rumah makan ini memang tergolong murah bila dibandingkan dengan rumah makan sejenisnya. Namun makanan yang disediakan biasa saja tidak ada yang istimewa. Sebagian besar makanannya hanya ikan atau ayam dengan cara masak digoreng. Bisa dibilang menu makanannya tidak ada variasi sama sekali.,Parmanganan on tardok ma mura daripada na asing. alai angka sipanganon na parade somal hian dangadong nasudung.  sadeba sipanganonna angka ikkan manang manuk na di saok. boi didok sipilliton ni sipanganonna na dang marragam. 
401,bataktoba,"Kamar mandi jauh dari layak, untuk cuci tangan tidak disediakan sabun.","Kamar mandi dao sian nasuman, laho manucci tangan dang diparade sabun"
537,bataktoba,"Suasananya cocok bagi semua orang, baik anda yang ingin menyendiri, bersama keluarga, maupun dengan teman-teman dekat bertukar cerita","Suasanana tabo tu sude jolma, tu nalao sahalakna, rap keluarga, manang dohot dongan-dongan najonok laho marnonang."
733,bataktoba,Bakso favorit kami sekeluarga. Rasanya gurih dan super enak. Ditemani dengan es jeruk dan kerupuk putih. Super yummy deh. Harga sangat terjangkau. Lokasi masuk gang kecil tapi mudah ditemukan karena banyak orang yang tahu di lokasinya. ,Bakso na dihalomon hami sajabu. daina gurih jala apar tabo. didongani dohot es jeruk dohot karupuk na bottar i. apar tabo hian ma. argana suman ma. ingananna masuk tu gang na sompit lai ura dapot ala godang na mamboto inganan i.
717,bataktoba,"Tidak enak makan di restoran, tidak bisa minta kuah opor ayam dikit seperti di warteg.","Dang tabo mangan di restoran, dang boi nijalo hua ni opor manuk saotik herana di warteg."
298,bataktoba,Meningkatnya presentase peminat ride sharing membuat toyota nekad menggelontorkan uang hingga $1 miliar pada grab demi menyelamatkan bisnis otomotifnya.,Parnakkok ni godangni marlomo ni roha ride sharing mambaen toyota martahi mangalehon hepeng sahat tu $1 miliar tu grab laho mangomgomi parkarejoan otomotifnya.
124,bataktoba,"Pemandangan kota bandung yang indah dapat disaksikan dari sierra kafe lounge. Ada dua pilihan tempat, bisa dalam ruangan maupun di luar. Tempat yang romantis cocok untuk berduaan dan cocok juga buat kumpul bersama teman-teman sambil melepas lelah, karena udaranya sejuk dan menyegarkan. Makanan yang disediakan juga lezat dan banyak pilihan. Ada masakan indonesia, asia, bahkan eropa / makanan barat.","Hinauli ni kota bandung boi do berengon sian sierra kafe lounge, Adong dua sipillito inganan boi di bagasan boi diluar, Tungmansai tabo inganan padua-dua dohot nahinaholongan manang rampak dohot keluarga manang rap ale-ale pe mangulon pasuang hosa loja alana tung mansai tabo pangullus ni alogo disi, sipanganon pe tung mansai tabo jala marragam, adong do lompa-lompa ni indonesia, asia, nang dohot eropa."
364,bataktoba,Rumah itu memiliki pagar besar berwarna hitam.,Jabuan marpagar na balga jala na birong
793,bataktoba,"Restoran unik, di mana tidak disediakan piring, untuk makan menggunakan alas daun pisang. Makanan cukup enak.","restoran sudung, ala dang di parade pinggan, laho mangan mamangke alas na bulung ni pisang. sipanganon lumayan tabo."
18,bataktoba,Ayah saya merupakan seorang pegawai net tv,Bapakku i ma sahalak parkarejo ni net tv.
622,bataktoba,Indomie banyak ditemukan di warung-warung terdekat.,Godang do indomi dijumpai di partiga-tiga najumonok.
224,bataktoba,Sulit sekali mengerti orang yang merasa selalu benar,Maol hian mangattusi jolma na mandophon manghilala torus sintong.
393,bataktoba,Mimpi disuruh mencari coklat sama gordon ramsay eh malah kecampur sama kuah indomie,Marnipi disuru si gordon ramsay mangalului coklat eh hape laos marsampur tu hua ni indomie
158,bataktoba,"Iya sih mi sedap isinya lebih banyak, tapi soal rasa kalah jauh sama yang lain","memang mie sedap unggodang do isina, alai anggo dai na dao do hatinggalan sian na asing."
741,bataktoba,"Wah enak banget, sate yang nikmat bumbu yang pas, rasa yang pas dan daging yang segar, hingga menghasilkan sate yang benar benar mantap. Pelayanan yang ramah. ","bah tabo hian, sate na tabo parmasakna pe pas, daina na pas dohot jagal na sogar, gabe mambaen sate na situtu mantap, parhobasna pe burju."
318,bataktoba,Waktu datang ke sini sedang bukan musim stroberi jadi pada kecil-kecil dan tidak bagus. Jadi cuma ambil seadanya saja. __sad__.,"Tingki ro tu son pas ndang musim stroberi jadi metmet-metmet do pe jala ndang bagak. Gabe holan asal ma adong hubuat. _ lungun _
"
51,bataktoba,"Peresmian pengoperasian kereta api bandara oleh presiden ri dengan simbolis, penekanan tombol sirine yang menyuarakan genta, didampingi oleh menteri perhubungan, menteri bumn, gubernur banten, dirjen perkeretaapian kemhub, dirut ap2, dirut pt kan, dan dirut railink","Pangaojakkon pardalan ni kareta api bandara sian presiden RI secara simbolis, maminsit tombol sirine na marsuarahon genta, didongani menteri perhubungan, menteri bumn, gubernur Banten, dirjen perkeretaapian kemhub, dirut ap2, dirut PT KAI, dohot dirut Raillink."
817,bataktoba,Masakan restoran ini rata-rata tidak enak.,Lompaan  ni parmanganan on somalna dang tabo.
52,bataktoba,"Cocok untuk makan malam romantis dengan pasangan ketika merayakan momen berdua, makanannya enak dan berkelas.","Cocok laho mangan borngin dohot hallet tingki mangarayahon tingki padua-dua, sipanganon na tabo jala markelas."
935,bataktoba,"Batagornya enak, mi nya enak. Ada aneka makanan yang bisa dicicip di satu tempat, apalagi sekarang tokonya sudah direnovasi jadi bagus. Ada musala. Area oleh-oleh banyak pilihan. ","Batagorna tabo, mi na tabo. Adong marragam sipanganon na boi daion di sada inganan, lamma nuaeng lapona nungga di pature gabe bagak. Adong musala. Inganan laho manuhor ole-ole pe godang sipilliton."
607,bataktoba,"Baru pakai berapa hari langsung hang, power bank tidak bisa di pake apa-apa. Harus bawa ke tempat servis.","Baru dipakke piga ari langsung hang, power bank na dang boi dipake manang tuaha. Ikkon diboan tu parservis."
572,bataktoba,"Restoran yang memiliki pemandangan yang bagus, jika ke sini pada malam hari carilah tempat duduk di luar ruangan, maka kalian akan melihat disetiap meja lampu lampu yang menyala, makanan yang kami pesan adalah sup krim dan coklat hangat sangatlah enak dan lezat pas dengan cuacanya yang dingin","Restoran naadong panatapan na bagak, molo ro tuson tingki siborngin luluima inganan parhundulan di luar  ni ruangan, gabe berengonmu ma diganup meja lampu-lampu na galak, sipanganon nahupangido hami ima sup krim dohot coklat hangat mansai tabo jala pas dohot cuaca na ngali."
193,bataktoba,Tempatnya sangat romantis dan nyaman. Dengan suasana yang sangat nyaman dan pelayanan yang baik. Makanan sangat enak dengan harga yang reasonable. Sangat ingin kembali ke sini menikmati suasana sorenya. Secara keseluruhan baik sangat bagus!,"inganan na tung mansai uli jala sonang roha, nang panghobasionna pe tung mansai denggan sipanganon na pe tabo dohot argana reasonable. Mansai naeng ro muse tuson mangatimi di tikki botari. Luhutna dnggan mansai denggan."
41,bataktoba,"Makanan court dengan banyak penyewa, banyak pilihan. Cocok untuk anak muda yang ingin nongkrong berkelompok sambil makan - minum sesuai selera masing-masing. Parkir sangat luas.","Inganan ni akka parmanganon na godang panyewa, godang sipilliton. Cocok tu naposo na naeng marpungu sambil mangan - minum sesuai tu akka lomo ni rohana. Parkir na mansai bidang."
977,bataktoba,"Terima kasih bang atas apresiasinya. Semoga beliau segera menemui wakil kami, korban phk sepihak freeport. ","Mauliate haha di apresiasina. Sai hatop ma imana manjumpangi wakil nami, korban phk lomoniroha ni freeport."
290,bataktoba,"Hampir lebih 5 kali saya ke sini. Dim sumnya yahud dan harganya terjangkau banget. Tempatnya asyik dan sangat nyaman. Pelayannya ramah walaupun kita cuma berdua dan makan tidak banyak jenisnya. Pokoknya rekomendasi banget, bila mencari dim sum atau shabu di balikpapan.","Naeng lobi 5 hali au tuson. Dim sumna tabo dohot argana pe tardungdung hian. Ingananna pe tabo dohot menak hian. Pangaradeanna pe burju nang pe hita holan padua-dua dohot mangan dang pola godang massamna. Ikkon sipatujolohonon hian, molo mangalului dim sum dohot shabu di balikpapan."
123,bataktoba,"Tempatnya menyenangkan, santai, dan sangat mudah ditemui, karena bersebelahan dengan swalayan lotte mart","Sonang situtu do roha di inganani, jala mura do luluan alana pas do dilambung ni swalayan lotte mart."
404,bataktoba,KIPP menerima banyak laporan terkait adanya pelanggaran pada pilkada 2018.,KIPP manjalo godang alu-alu hombar tu na adong pelanggaran di pilkada 2018.
483,bataktoba,"Sudah beberapa kali ke sini, makanan lumayan enak, saung-saungnya juga membuat suasana makan dan bersantai jadi nikmat, ditambah dengan suara sungai kecil menambah suasana jadi bertambah alami. Dianjurkan datang ke sini malam hari karena lebih indah.","Nungga piga-piga hali ro tuson, sipanganonna agak tabo, sopo-sopo na pe mambahen suasana mangan dohot marsonang-sonang gabe menak, ditabba muse soara ni sunge nagelleng manggohi suasana na menak. Dipabotohon asa ro tuson di tikki borngin alana naubbagak."
557,bataktoba,Makanan di sini sangat enak. Cocok untuk pertemuan kantor atau bersama keluarga besar harga terjangkau,Sipanganon dison mansai tabo. Pas ma laho tu parjumpangan kantor manang dohot keluarga nabalga argana dang pola timbo.
516,bataktoba,DHL sedang membuka lowongan pekerjaan untuk customer service,DHL saonari mangalului parkarejo laho gabe customer service.
