membantu,mambantu,,,,,,,,,
membatalkan,mambatalhon,,,,,,,,,
membenci,mambenci,,,,,,,,,
membuka,mambuka,,,,,,,,,
membunuh,mamunu,,,,,,,,,
memerangi,mamorangi,,,,,,,,,
mempertanyakan,marpanungkun,,,,,,,,,
memuji,mamuji,,,,,,,,,
menahan,manahan,,,,,,,,,
menanti,manghirim,,,,,,,,,
menarik,manarik,,,,,,,,,
mencurigakan,mancurigahon,,,,,,,,,
mendapatkan,mandapothon,,,,,,,,,
menderita,manarita,,,,,,,,,
mendoktrin,mandoktrin,,,,,,,,,
mendorong,mandorong,,,,,,,,,
mendukung,mandukung,,,,,,,,,
mendung,mendung,,,,,,,,,
menembak,manembak,,,,,,,,,
menerima,manjalo,,,,,,,,,
mengakui,mangakui,,,,,,,,,
mengamankan,mangamnhon,,,,,,,,,
mengeluarkan,pakaluarhon,,,,,,,,,
mengembalikan,paulakhon,,,,,,,,,
mengerikan,ngeri hian,,,,,,,,,
menghancurkan,Manghancurhon,,,,,,,,,
menghargai,pasangaphon,,,,,,,,,
menghindari,menghindari,,,,,,,,,
mengusir,palaohon,,,,,,,,,
mengutuk,magutuk,,,,,,,,,
meninggal,mate,,,,,,,,,
meningkatkan,panaikhon,,,,,,,,,
menolak,manolak,,,,,,,,,
menunggu,paimahon,,,,,,,,,
menurunkan,paturunhon,,,,,,,,,
menyadari,mansadari,,,,,,,,,
menyalahkan,mansalahon,,,,,,,,,
menyambut,manomu,,,,,,,,,
menyebabkan,mambahen,,,,,,,,,
menyerang,mamorang,,,,,,,,,
menyeret,maneret,,,,,,,,,
menyesatkan,pasesathon,,,,,,,,,
menyita,manyita,,,,,,,,,
meragukan,mangaraguhon,,,,,,,,,
meruntuhkan,manurturi,,,,,,,,,
minta,pangida,,,,,,,,,
minta maaf,mangido maaf,,,,,,,,,
miskin,pogos,,,,,,,,,
moga,anggiat,,,,,,,,,
muda,poso,,,,,,,,,
mudah,mura,,,,,,,,,
muka,bohi,,,,,,,,,
mulia,sangap,,,,,,,,,
mundur,mundur,,,,,,,,,
murah,mura,,,,,,,,,
murka,muruk,,,,,,,,,
musuh,musu,,,,,,,,,
nanti,anongan,,,,,,,,,
nekat,nekat,,,,,,,,,
neraka,narokko,,,,,,,,,
ngeri,ngeri,,,,,,,,,
ngerti,antusi,,,,,,,,,
nilai,nilai,,,,,,,,,
oke,oke,,,,,,,,,
oleh,oleh,,,,,,,,,
orang bodoh,naoto,,,,,,,,,
pada,pada,,,,,,,,,
padat,padat,,,,,,,,,
pahlawan,pahlawan,,,,,,,,,
palsu,palsu,,,,,,,,,
panas,mohop,,,,,,,,,
panik,panik,,,,,,,,,
panjang,ganjang,,,,,,,,,
pantat,tambon,,,,,,,,,
parodi,parodi,,,,,,,,,
pasti,pasti,,,,,,,,,
pecah,pussa,,,,,,,,,
peduli,peduli,,,,,,,,,
pelaku,pangula,,,,,,,,,
pelaku kejahatan,parjehe,,,,,,,,,
pembela,pangampini,,,,,,,,,
pemberani,nagarang,,,,,,,,,
pemberontakan,pamberontak,,,,,,,,,
penangkapan,panangkupon,,,,,,,,,
pendukung,pandukung,,,,,,,,,
penembakan,panembakon,,,,,,,,,
pengecut,pengecut,,,,,,,,,
pengunjung,jolma na ro,,,,,,,,,
penjara,penjara,,,,,,,,,
penting,porlu,,,,,,,,,
penuh,gok,,,,,,,,,
penularan,penularan,,,,,,,,,
penyelamat,penyelamat,,,,,,,,,
penyelidikan,penyelidikan,,,,,,,,,
perampok,pangarampok,,,,,,,,,
perang,porang,,,,,,,,,
perasaan,parrohaon,,,,,,,,,
percaya,porsea,,,,,,,,,
perdamaian,pardamean,,,,,,,,,
peringatan,parningotan,,,,,,,,,
perjuangan,perjuangan,,,,,,,,,
pertanyaan,sukun-sukun,,,,,,,,,
pertempuran,paraloan,,,,,,,,,
pikir,pikir,,,,,,,,,
pintar,malo,,,,,,,,,
populer,tarbarita,,,,,,,,,
positif,positif,,,,,,,,,
potong,ponggol,,,,,,,,,
puja,puja,,,,,,,,,
puji,puji,,,,,,,,,
pukul,lotak,,,,,,,,,
pulih,malum,,,,,,,,,
pura,pura,,,,,,,,,
pusing,mirdong,,,,,,,,,
racun,rasum,,,,,,,,,
rahmat,pasu-pasu,,,,,,,,,
rampas,soro,,,,,,,,,
ras,ras,,,,,,,,,
raya,raya,,,,,,,,,
rela,rela,,,,,,,,,
rindu,masihol,,,,,,,,,
runtuh,maturtur,,,,,,,,,
sadar,sadar,,,,,,,,,
saham,saham,,,,,,,,,
sakit,sahit,,,,,,,,,
salah,sala,,,,,,,,,
salam,jalang,,,,,,,,,
salut,salut,,,,,,,,,
sama,sarupa,,,,,,,,,
samping,samping,,,,,,,,,
sangat,hian,,,,,,,,,
santai,santai,,,,,,,,,
sapa,pakkulingi,,,,,,,,,
saran,poda,,,,,,,,,
sayang,hasian,,,,,,,,,
sebab,alana,,,,,,,,,
sebut,dokkon,,,,,,,,,
sedih,lungun,,,,,,,,,
segan,segan,,,,,,,,,
selamat,selamat,,,,,,,,,
selesai,sae,,,,,,,,,
semangat,semangat,,,,,,,,,
sembunyi,martabuni,,,,,,,,,
semoga,semoga,,,,,,,,,
sempat,sanga,,,,,,,,,
senang,sonang,,,,,,,,,
sendiri,sahalak,,,,,,,,,
senjata,senjata,,,,,,,,,
senyum,senyum,,,,,,,,,
seperti,tarsongon,,,,,,,,,
sepi,lungun,,,,,,,,,
seragam,seragam,,,,,,,,,
seram,seram,,,,,,,,,
serang,alo,,,,,,,,,
serangan,paraloan,,,,,,,,,
serikat,parsadaan,,,,,,,,,
siap,siap,,,,,,,,,
sigap,hatop,,,,,,,,,
silahkan,parade,,,,,,,,,
simpati,asini roha,,,,,,,,,
simpatik,parasi roha,,,,,,,,,
solidaritas,parsadaan,,,,,,,,,
sopan,sopan,,,,,,,,,
stres,stres,,,,,,,,,
striker,striker,,,,,,,,,
suap,suap,,,,,,,,,
suka,lomo,,,,,,,,,
sulit,maol,,,,,,,,,
super,super,,,,,,,,,
surga,surgo,,,,,,,,,
susah,susa,,,,,,,,,
tabah,benget,,,,,,,,,
tabrak,tabrak,,,,,,,,,
tahan,tahan,,,,,,,,,
tahanan,tahanan,,,,,,,,,
tak kalah,dang talu,,,,,,,,,
takut,biar,,,,,,,,,
tanggung jawab,tanggung jawab,,,,,,,,,
tangis,tangis,,,,,,,,,
tangkap,tangkup,,,,,,,,,
tantangan,tantangan,,,,,,,,,
tanya,sukkun,,,,,,,,,
tegang,tegang,,,,,,,,,
tegas,tegas,,,,,,,,,
tembak,tembak,,,,,,,,,
tempur,tempur,,,,,,,,,
tenang,tonang,,,,,,,,,
tenggelam,maup,,,,,,,,,
tentang,tentang,,,,,,,,,
tentu,tentu,,,,,,,,,
teramat,mansai ,,,,,,,,,
terbesar,naumbalga,,,,,,,,,
terbunuh,hona pamate,,,,,,,,,
terganggu,hona ganggu,,,,,,,,,
tergantung,hona gantung,,,,,,,,,
teriak,marsuara nagogo,,,,,,,,,
teriakan,suara nagogo,,,,,,,,,
terima,jalo,,,,,,,,,
terima kasih,mauliate,,,,,,,,,
terimakasih,mauliate,,,,,,,,,
terkejut,tarsonggot,,,,,,,,,
terkena,hona,,,,,,,,,
terluka,tarluka,,,,,,,,,
teror,teror,,,,,,,,,
terpengaruh,tarpengaruh,,,,,,,,,
tersangka,tarsangka,,,,,,,,,
tersinggung,tarsinggung,,,,,,,,,
tertarik,tartarik,,,,,,,,,
tertentu,tertentu,,,,,,,,,
tertinggal,tartading,,,,,,,,,
tidak,daong,,,,,,,,,
tidak aman,dang aman,,,,,,,,,
tinggal,tinggal,,,,,,,,,
tingkat,tingkat,,,,,,,,,
tragedi,tragedi,,,,,,,,,
trauma,trauma,,,,,,,,,
tubuh,daging,,,,,,,,,
tuduhan,tuduhan,,,,,,,,,
tukang jualan,parjualan,,,,,,,,,
tumpas,pasuda,,,,,,,,,
tunda,sundati,,,,,,,,,
tunggu,paima,,,,,,,,,
turun,turun,,,,,,,,,
tutup,tutup,,,,,,,,,
uang,hepeng,,,,,,,,,
untung,untung,,,,,,,,,
utuh,utuh,,,,,,,,,
wajib,ikkon,,,,,,,,,
waspada,manat,,,,,,,,,
wow,wow,,,,,,,,,
ya,olo,,,,,,,,,
yakin,yakin,,,,,,,,,
