id,text,label
655,Menunya indomie lawan roti bakar. Gasan wadah sama kaya cabang nang lainnya nyaman gasan bakumpul.,positive
182,"Sambal wan daun serawung, tumat, wan lombok rawit. Rasa sambal ngini nang maulah kota di garut nang ngarannya cibiuk jadi tenar. Sambal ngini kawa dinikmati wan gurame basanga atawa wan hayam basanga. Rasanya nyaman banar. Salain di lengkokng cibiuk gin baisi banyak cabang",positive
316,Ulun sudah bapadah ka bubuhan gramedia tapi dikujuk-kujukakan kadada kajelasan. Bubuhan gramed sampai spv di wadahnya nitu batimbayan wan manyambat kadada promo. Sangkal dikujuk-kujukakan kaitu.,negative
216,"Salamat siang, amun ada hal lain nang bapak handak takunakan kawa mahabari kami pulang. Tarima kasih zan",neutral
865,"Ujar buhan kami wadah ini biasa haja kada ada panampilan atau pamandangan nang bagus lawan haraga tiket 10000 / orang, kalu pamandangan gunung ya dasar dusha sawajarnya gara-gara adanya di daerah tinggi. Gasan wisata kuliner jua kada talalu banyak pilihan kaya wadah nang satu lagi.",negative
894,"Ulun sudah jadi palanggan madtari matan tahun 2002, wakti itu masih warung tenda halus nang liwar rami malam hari. Barapa tahun semalam manampati bangunan nang permanen, sejak itu ulun marasa kualitasnya pina manurun dibanding lawan pas di warung tenda. nang jelas, haraga naik cukup signifikan, dibanding warung nang sama, mungkin labih larang.",negative
329,"Komentar pamulaan sudah pasti wadahnya nang bungas, palayanannya nang lamahan banar, wan gasan makanan nang dipilih itu iwak babanam wan sup buntutnya nang aku bari nilai 4 tapi gasan es buah nitu aku abri nilai 5 lah!",positive
169,"Di risturan banyak banar wan haraga cukup tajangkau, hawanya nyaman",positive
374,Aku bahiri malihat bubuhan ikam nang kawa manamuakan kabahagiaan,negative
558,Imbah manukar pulsa handak daftar paket internet gagal tarus wan disuruhinya maulang tarus di 363 wan tatap kada mau,negative
776,"Wadahnya baik banar apalagi mun wayah malam dihias wan lampu-lampu, rumantis banar. Cucuk gasan pasangan. Jauh pada karamaian. Hawanya dingin banar. Kita kawa malihat kabungasan kota matan atas.",positive
56,"Makanannya nyaman nyaman wan eye catching gasan di foto, katuju. Tagal minumannya jua nyaman wan wadahnya nyaman gasan bakumpulan wan kakawalan.",positive
529,"Ngini kali kadua kunjangan ulun. Barataan makanan nang ulun cubai nyaman-nyaman, wan wadahnya masih samanawan bahari. Kada suah manyasal makan di sini.",positive
676,"makanannya soked chicken wan cheese sandwich, minumannya jus. Lumayan pas wan nyaman. Wadahnya dasar nyaman gasan nang handak suasana sunyi santai jauh matan karuncauan.",positive
312,Ubat kadada ba resep baiknya dijauhakan pada ibu manyusui.,neutral
568,"Bamagin banyak nang tahu, magin bahiri",neutral
454,Karyawan pangulir gasan apa dibari cuti. Bisnis lagi kada baik malahan handak foya foya. Mikir pang!,negative
487,"Wadah nang bahigaan lawan banyu sungai wan labatnya papuhunan wan makanan nang nyaman maulah nyanyat wan cucuk gasan baistirahat, bamacam wadai jua tasadia di wadah ini, hawanya jua dingin.",positive
621,"Tolong lah paling kada, demi kanyamanan nasabah supaya di dalam stasiun tigaraksa dibariakan masin atm bni",neutral
820,"Kupat tahu gempol ngitu salah sabuting kupat tahu legendaris. Wadahnya katapi gonol tagal cukup kalihatan wan warna habangnya di pertigaan pasar gempol. Pursinya pas banar gasan mahilangakan lapar. Ciri has matan kupat tahu ngini tu tahunya nang lambutwan kanyal jua wan kuah kacangnya pas di ilat, ditambahi wan lontong, kacambah wan karupuk habang. Nyaman banar",positive
44,"Bah sama kaya ulun ini mas hanyar aja, pakit freedom I ulun balum habis tapi sudah dikanai tarif internet parlu sampai pulsa intangan 40 ribu ulun ditarik maling.",negative
766,Rumah makan ngini dasar tagulung murah amun dibandingakan wan rumah makan sajanisnya. Tagal makanan nang disurungakan biasa haja kadida nang istimewa. Kabanyakan makanannya babaya iwak atawa ayam wan cara masak disanga ja. Kawa disambat menu makanannya kadida variasinya lalu lalu,negative
401,"Kamar mandi jauh pada pantas, gasan basuh tangan kada disadiaakan sabun.",negative
537,"Hawanya cucuk gasan barataan urang, biar pian nang handak menyoragan kah, baimbaian wan kaluarga kah, atawa wan kakawalan parak bahurupan kisah",positive
733,Bakso katujuan kami sakaluargaan. Rasanya gurih wan super nyaman. Dikawani wan es jeruk wan karupuk putih. Super yummy tu pang. Haraga tajangkau banar. Lukasi masuk gang halus tagal nyaman ditamuakan gegara banyak urang nang tahuan dah wan lukasinya.,positive
717,kada nyaman makan di risturan. kada kawa minta kuah upur ayam sadikit kaya di warteg.,negative
298,Banaiknya presentase nang katujuride sharing maolah toyota wanimehabisakan duit sampai$1 miliar di grab supaya manyalamatakan bisnis otomotifnya.,neutral
124,"Pamandangan kota bandung nang bungas kawa diitihi mulai sierra kafe lounge. Ada dua buting pilihan wadah, kawa dalam ruangan atawa di luar. Wadah nang romantis cucuk gasan beduaan ja wan cucuk jua gasan bakumpulan wan kakawanan sasambilan malapas uyuh, karena hawanya sajuk wan manyagarkan. Makanan nang disadiaakan jua nyaman dan banyak pilihan. Ada masakan indonesia, asia, bahkan eropa / makanan barat.",positive
364,Rumah itu bisi pagar ganal bawarna hirang.,neutral
793,"Risturan unik, di mana kada disurungi papiringan, gasan makan makai alas daun pisang. Makanan mayan nyaman",positive
18,Abah ulun marupakan saurang pagawai net tv,neutral
622,Indomie banyak ditamuakan di warung-warung nang parak.,neutral
224,Ngalih banar memahami urang nang marasa bujur tarus,negative
393,Mimpi disuruh mancari coklat lawan gordon ramsay ih malah tacampur sama kuah indomie.,neutral
158,"Iih pang mi sedap ni isinya tabanyak, lamun soal rasa jauh banar wan nang lain",negative
741,"Wah nyaman banar, sate nang nikmat bumbu nang pas, rasa nang pas wan dagin nang sigar, jadi mahasilakan sate nang bujur bujur mantap. Palayanan nang lamahan",positive
318,Pas datang kasini pas lain musim stroberi jadi halus-halus wan kada bagus. Jadi maambil saadanya haja. Maras.,negative
51,"Parasmian pangoperasian keret api banda ulih presiden ri wan simbolis, pamicikan tumbul sirine nang manyuaraakan genta, diganii wan menteri pahubungan, menteri bumn, gubernur banten, dirjen perkeretaapian kemhub, dirut ap2, dirut pt kan, wan dirut railink",neutral
817,Masakan risturan ini rata-rata kada nyaman.,negative
52,"Cucuk gasan makan malam rumantis wan pasangan pas marayaakan momen baduaan, makanannya nyaman wan bakalas.",positive
935,"Batagornya nyaman, mi nya nyaman. Ada bamacam makanan nang kawa dicubai di sabuting wadah, apalagi wahini tokonya hudah dibaiki jadi bebaik. Ada musala. Area oleh-oleh bamacam jua pilihannya",positive
607,"Hanyar pakai barapa hari langsung hang, power bank kada bisa dipakai napa-napa. Harus bawa ka tukang servis.",negative
572,"Risturan nang baisi pamandangan nang baik, amunnya ka sini wayah malah cari wadah duduk di luar ruangan, maka buhan pian bakal malihat disetiap meja lampu-lampu nang benyalaan, makanan nang kami pesan adalah sup krim wan coklat hangat nyaman banar wan lezat pas wan hawanya nang dingin",positive
193,Wadahnya romantis banar wan nyaman. Suasananya nyaman banar wan jua pelayanan nang baik. Makanan nyaman banar lawan harga yang reasonable. Handak banar mambuliki ka sini manikmati hawa sanjanya. Seberataannya baik banar tu pang!,positive
41,"Makanan court wan banyak panyewa, banyak macamannya. Cucuk gasan anak muda nang handang nongki bakalumpuk salajur makan - minum sasuai salira asing-asingnya. Parkira luas banar.",positive
977,"Tarima kasih bang atas apresiasinya. Mudahan beliau lakas manamui wakil kami, korban phk sapihak freeport. ",positive
290,"Parak labih 5 kali kasini. Dim sumnya yahud wan haraganya tajangkau banar. Wadahnya asik wan nyaman banar. Urangnya baikan biar kita  badua haja wan makan kada banyak macamnya. Pukunya kusuruhkan banar, bila bacari dim sum atau shabu di balikpapan.",positive
123,"Wadahnya menyenangkan, santai, dan nyaman banar ditamui, karena basabalahan wan swalayan lotte mart ",positive
404,KIPP manarima banyak laporan tarkait adanya palanggaran pas pilkada 2018.,negative
483,"Hudah barapa kalian ka sini, makanannya mayan nyaman, saung-saungnya gin maulah suasana makan wan basantai jadi nikmat, ditambahi wan suara batang halus manambahi hawa jadi batambah alami. Disuruhiakan datang ka sini wayah malam karena lebih bengkeng.",positive
557,Makanan di sini nyaman banar. Cucuk gasan partamuan kantur atawa wan kaluarga gonol haraga tajangkau,positive
516,DHL lagi mambuka luwungan gawian gasan customer service,neutral
571,Ulun mancubai nang di parak kantur walikota. Ulun mesan bakso malang super komplet. Rasanya nyaman. Kanyang. Haraga jua masuk akal.,positive
825,"Wadah makan di luar nang luas manyajikan saraba makanan dari tradisional sampai nang termodern, dari haraga nang murah mariah sampai nang larang. Panataan dekorasi nang bagus kawa maulah katuju.",positive
838,Nang wajib banar dicubai di ristu ini ada jus stroberi kada basusu atawa gula. Asli nyaman banar. Pinanya 1 cangkir haja kurang pang.,positive
421,"Ristu makanan barat lawan haraga kaki lima, ditambah pamandangan alam nang bagus, suasanya nang rumantis, asal jangan hujan, sualnya di palataran dibiarakan tabuka. Ristu katujuan kaluarga ulun.",positive
746,"Ayam basanganya nyaman di sini. Cucuk gasan nang imbah pajalanan jauh. Ulun ka sini bulik dari luar kota, jadi makannya pas lapar kitu pang. Maulah parut kanyang, makanannya nyaman mbahtu palayanannya gin mantap. Kasirnya bungas bungas",positive
168,"Paket ulun jua sampai wahinian kadida sampai dah 5 hari statusnya masih wan pengiriman courier jakarta, uyuh lalu wahini jne",negative
559,"Jual ayam babanam taliwang tagal ayam nang disurungi kaya karet wan kada mamuaskan, wan rasanya hambar, sambalnya jua babayanya haja. Dari sabarataan managciwakan banar wan ulun kada bakal kadua kalinya ka sana lagi.",negative
137,Jalan. Sukajadi amunnya malam tuh ketuju banar warganya mambuang sampah di pinggir jalan! urang-urang kayaitu tuh harusnya dimusnahkan ja,negative
748,Paling katuju di ristu ngini tu bubur 3 rasa. 1 mangkok gonol kawa gasan badua wan laki. Mbah tu banyak menunya gasan tambahan makan wan bubur. Haraga wan rasa sasuai. Wan nang pasti kawal makan bubur tu teh hangat hmmm. Nyaman!,positive
494,Indosat ngitu pang nang maulah unda ni sarik saban hari,negative
938,Risturan ngini marupakan wadah nang cucuk gasan makan malam baimbai pasangan wan kaluarga wan makanan nang mayan nyaman wan pamandangan nang bagus. Hawanya jua bagus wan hiasan klasik mulai buncu sampai lawang masuknya.,positive
214,"Mudil ristorannya nih biasa haja, tapi haraga minumannya kenapalah larang liwar, dimurahi sadikit biar di wadah wisata hehe. Jadi bapikir banar handak manungkar.",negative
698,susunya sigar lawan sayuran nang mantap wan rasa kuah nang nyaman wan palayanan nang bujur bujur lamahan,positive
339,"Manyasal nah aku bapadah lawan ikam, Farrel.",negative
687,"Sangkal lah, mana parkir kada bujur, maulah jalanan kipit banar lagi, giliran mubilnya guray sarik sarik manuduh sambarangan urang",negative
992,"Ristu ngini ulun suruhakan gasan buhan pian singgahi amun pian handak basantap sambil manikmati sunset. gara-gara wadahnya nang baandak di dataran tinggi, pian kawa manikmati kaindahan alam pagunungan wan suasana kota. Gasan makanannya surang ada babarapa cita rasa, mulai masakan daerah, indonesia, sampai internasional",positive
656,"Bujuran lapah, bulik tulak ka kampus sore banar ditambah bagawi kalompok nang kadada habisnya, deadline tugas jua kipit banar.",negative
933,Bali baisi banyak pulau nang kawa dielangi ,neutral
228,Ulun makan bisukan di risturan lantai 18 ni wan tebelujur ulun dapat wadah duduk diluar atau balkon. Busa wadah duduknya kalihatan banyak banar rigat. Angin gancang banar batiup jadi makan bisukan ni kada tapi nyaman. Ulun manyaran akan mun pian makan di risturan ini pilih wadah duduk di dalam supaya tanyaman.,negative
210,Baluasnya kilang minyak pt partamina manyarap 20 ribu tanaga karja,neutral
253,"Ristoran di padma hotel masuk salah satu wadah nang nyaman wan bungas lawan pamandangan bukit, guntung wan puhun nang hijau. Lalu kawa merasai makanan lawan suasana nang lain. Makanan disini sadang macamnya wan banyak pilihan pina sama ai lawan ristoran ristoran lain di bandung, tapi disini ada menu pilihan nang maulah pian kawa marasaakan ciri makanan nang lain sambil mamandang alam.",positive
398,Wahini lain jaman janji. Kami rakyat sudah munyak alias mauk.,negative
279,Aku wan laki biasanya bamalam di jimbaran saban bajalanan ke bali,neutral
539,"Bingung ay, hinggaan haja kada kawa umpat dudukan sualnya dasar rami banar. Ya sudah ay pinanya dasar labih nyaman aku drive thru haja tabarung di tangah kota wadahnya sumpah ini mcd paling rami.",negative
64,"Penakutan tagal pina iya kada takutan, dibawai nonton film horror iya hayu haja, tuntung manonton kada wani ka jamban",negative
391,"Mutu lounge liwar maulah sangkal. Jauh matan eskalatur, liwat gang rigat. Disain kipit mamanjang.",negative
976,"Biar kada suah mandapatakan gubug pinggir pahumaan, tagal pesona wan kanyamanan makan di gubug lain kada manjadi nilai minum bagi wadah makan ngini. Banyak gubug nang nyaman gasan dijadiakan wadah basantap, kualitas makanannya gin super wan nyaman. Cubai iwak bakar daun, wangi, padas wan sedap banar.",positive
358,Amun urusan makanan nang nyaman-nyaman pinanya ini pang rajanya. Kadanya makanan haja nang mantap tapi suasananya gin magin hangat amun lagi wan kaluarga atawa kawan. Lagu-lagunya jua mahibur banar,positive
403,"Sudah barapa kali makan di wadah ini. Menunya itu menu khas sunda, tarutama tasadia menu nang sudah jarang ada di rumah makan nang lainnya di bandung. Rasa makanan, liwar nyaman.",positive
201,Rakyat sudah munyak mandangar pandiran pulitikus jaka baik kanapa kada disambat baik. Kanapa sabarataan nang digawi pamarintah. Barataan kadada baiknya.,negative
397,"Mahadang mal istana plaza buka bisukan hari, baiknya singgaj di mangkok ayam di palataran lantai 1 istana plaza. Bamacam pilihan masakan indonesia, masakan cina ada. Baiknya dicuba mi ayam rica liwar bujur puas pahadangan minum kupi di bisukan hari.",positive
417,"Makan di sini sadang nyamannya sualnya menunya macam macam, matan menu indonesia, asia, sampai tiongkok. Jadinya bisa mancubai rasa nang bamacam. rasanya jua kada kalah nyaman. Wadahnya sadang nyaman, palayanannya gin hancap.",positive
231,Makan di atas gunung wan pamandangan lampu kuta kalau malam bagus banar. Makanannya gin nyaman haraganya sadang nang kaya kafe lain.,positive
889,"Sabujurnya pina lucu jua pang ka bandung, tapi han makan pizza hut. Gara-gara lagi handak pizza. Rasanya kada balain lawan nang di jakarta",neutral
299,"Dahulu katuju banar makan disini waktu di jakarta, hanyar tahu kalu di bandung ada jua. Wadahnya nyaman banar. Banyak pilihan suasana nang kawa dipilih, handak diluar, di dalam, baroko atau kada, ada wadah gasan apa haja katujuan tamu. Makanannya jua nyaman pang. Ya pasta-pasta gaya urang indonesia.",positive
685,Gasan apa ikam sakulah tinggi-tinggi lamun panderan kaya anjing manggonggong,negative
632,"Bagus wan nyaman wadah, wadahnya disuruhakan banar gasan makan malam. Datang lawan pasangan dilayani wan mba dela, dijelasakan rinci wan lamahan banar. Menunya bamamacam wan nyaman, pas datang ulun lawan pasangan mancubai menu lukal wan asingnya, kaduanya sama-sama nyaman. Gasan saran haja, jangan datang ka wadah ini, bisa-bisa malah bulang bulik datang, hehehehe. Pamandangannya luar biasa.",positive
887,"Gasan nang katuju manis, cubai nasi ayam jamurnya. Kalu kada katuju, cuba pilih nasi iwak karing. Nang terkenal satenya, disurungakan diatas piring panas. Pilihan lain nang banyak dipasan itu tahu goreng",neutral
955,Ulun katuju banar makan intang sini. Haraganya katapi llarang wan rasanya nyaman. Nang paling ulun katujui jamur panggangnya. Banyak kejunya wan lembut. Saban kalian ka sini pasti bapasan ngini.,positive
669,"Di risturan itu tasadia banyak pilihan makanan, mulai dari nang murah sampai nang larang",neutral
355,Wadah nang nyaman wan alami gasan mambawai kaluwarga basantai suasana kampung alami. Manganalakan kakanakan lawan alam.,positive
484,"Sudah saminggu ini pdam di wadah kami kada jalan, apa stuk banyu pdam habis. Tanggung jawab pang",negative
842,Gawi matan bisukan sampai bisukan pulang ngitu bakal babaya manyiksa diri surang. Jadi kada usah balalbihan amun sual gawian ,neutral
523,"Rasa makanan kada samiwah haraganya. Kalarangan gasan pangunjung kaluarga, bubuhan kakawalan atawa bisnis.",negative
551,"Amun basinggah ka sukabumi, jangan kada ingat mancubai bubur ayam hamid. Asli, nyaman banar, lain pada bubur ayam di wadah lain. Suiran ayamnya mayan banayk, bumbunya jua tarasa banar, apalagi amun kita makannya ditambahi sate ampela atawa usus. Dijamin nyanyat tu pang!",positive
683,Tolongiakan ai lah buhan telkomsel dibujuri haraga-haraga paket internetnya haraganya salangit,negative
740,Nang tahurmat tulung pang diherani pasan ulun. Tarima kasih,neutral
170,Kada ngarannya ja swike waled. Rasanya sama nyamannya wan nang di kampung waled cirebon kuah tauconya asinnya pas. Swieke besanganya gin nyaman. Tagal haraganya mayan larang mun disandingakan wan swieke di cirebon.,positive
297,Dapat hardisk lawan haraga promo gasan satiap pamasanan jasa isi hardisk hibak 1 tb,neutral
277,"Ristoran lain lawan menu nasi goreng nang lain jua. nasi goreng disurung lawan tingkatan kapadasan nang balain-lain. Pian katuju padas patut mancubai nasi goreng disini. Lawan jua, nasi goreng disurung lawan macam-macam resep kaya lawan ebi, kemangi, kecap manis, bumbu rahasia sampai lawan campuran kancur. Seporsi disurung lawan timbangan nang pas. Haraga se porsinya mulai rp 13ribu - 21 ribu. Urangnya gin baik banar.",positive
60,Makai telkomsel handak basasarik tarus babaya babagi capture kurang pada 100kb taputar ha tarus ujungannya gagal. Tagal lamun dipompakan bapadahnya jaringan kada bamasalah.,negative
257,"Hadangi haja, pasti dibari. Biasa paling lawas saminggu jar.",neutral
319,"Nyaman, wadahnya barasih nyaman, wan makanan nang disurung gin bamamacam. Wan jua wadahnya nang baandak di kota maulah wadah gasan istirahat urang nang batatukar wan nang bagawi kanturan. haraganya dasar larang tapi cucuk wan rasanya.",positive
72,"Bacari di bukalapak haja. Amun badadas, pahadangan kawan mamakai inggit redmi 4a. ",neutral
449,"Makanannya sadang haja, tagal ada palayan nang pina marigat jadi katapi nyaman. Gasan makanan mayan hancap pang jadi konsumen kada kalaparan. Masih banyak ai nang harus dibaikiakan.",negative
448,"Padahal hanyar jam 4 sore di hari kamis. Ulun wan kawan ulun handak coffe break. Ulun kada ingat kami mamesan minuman apa waktu itu, cuma nang ulun ingat itu pas itu mamilih menu a, disambat lawan palayannya sudah habis. Lalu kami mamilih menu b, ih sudah habis jua. Paampihannya tapaksa mamilih menu lain. Mambari muar.",negative
789,"Amun di sini dagingnya tanyaman, bumbunya gin labih tarasa nang di sana, haraganya jua kada salisih jauh",positive
300,Wadah nang bagus wan rumantis lawan pamandangan kota bandung lawan girap lampunya nang mahirip lawan ribuan cahaya lilin wayah malam hari wan jua hawa dingin pagunungan. Apalagi surungan nang nyaman hangat wan panampilan nang mambari kapingin. Umay sayang banar mun dililaui ja.,positive
908,Panasaran ka sini gara-gara saban liwat tol hinggan malihat iklannya di jalan. Pas ka sana sakalinya wadahnya pina biasa haja. Ka sana pas malam-malam batambah hujan jua jadi pina licak.,negative
712,"Ristu ngini cukup luas, hawanya mehimungi banar, pengunjung kawa malihat pamandangan kuta bandung. Menu makanan barat wan indonesia. Haraga sasuai kualitas wan palayanan.",positive
77,Bogor pacangan dipimpin pulang wan bima arya.,neutral
283,"Bulan januari ulun sudah ke galeri indosat gasan mandaftar kartu, ujar sidin nang tas, sudah tadaftar jer, tapi samalam kada bisa nilpon wan sms gara-gara diblokir balum mandaftar. Handak apa garang? Tarima kasih lah layanannya nang bagus banar.",negative
118,"Ulun mancubai suis butcher di selai di suis butcehr di stiabudhi, ulun jua mancubai suis butcher di jalan. Riau. Ulun labih katuju suasana di suis butcher di setiabudi nang katapi rami, wan nyaman wadahnya gasan bependeran. Makanannya ulun katuju tenderloin, salad, frencfries, wan tiramisunya. Haraga wan rasa sabanding haja pang, jadi satimpal banar wan palayanannya nang lumayan hancap.",positive
478,"Wifi di sini hinggan eror, makanan wan minuman pina larang, lumpiah goreng masin banar, teh susu jua sadikit nyaman, lawas banar gasan bapasan",negative
594,"Handak ka hutil nang di mongkok hongkong, kadida! Bulan juni tadahulu, ulun batampah wan sudah mambayar gasan 2 kamar. Tagal hotel kada ditamuakan.",negative
540,Daripada tumbur-tumbur sual barang flash sale mending main poker online,neutral
925,"Roti unyil, toko wadai nang manyadiaakan bamacam roti / wadai wan ukuran  halus, tarkanal di Bogor wan Bandung.",neutral
506,"Handak bantu mambari hubungan inponya, tagal kuota internet ulun tabatas.",neutral
663,"Ulun sapandapat, acara nang itu parlu dihilangakan, banyak acara nang kada bafaedah. Urang-urang dalam acaranya gin batingkah kaya urang kada sakulah haja",negative
505,"Ristu nostalgia nang wajib didatangi, wadah nang nyaman gasan kaluarga, parkir nang luas. Surungannya hampir barataan nyaman, tautama steak, saslick wan es krim",positive
187,"Bawai kaluarga, kawanan sakanturan, kawan bajalan, pacar, kawanan pacar, atawa mantan pacar gin, gasan suara award ngini.",neutral
184,"Wadahnya manarik, wan konsep nang pabrik banar. Sayangnya hampir barataan menunya kada halal.",neutral
534,Gasan urang jogja gin koler babulik ka sana 2 kali. Cukup sakali ja. Masuk harus babayar. Makanan larang. ,negative
327,Banyak kaluarga nang bagawi jadi pagawai nagri.,neutral
14,"Buhan kami makan malam di risturan ngitu wan palayanannya mayan mamuasakan. Wadahnya luas, ada nang di dalam ruangan, ada nang di palataran. Makanan langsung dipilih dari meja surung di dalam risturan. Ada pillihan menu sigar nang hanyar disanga pas dipesan wan kabanyakan menu kampung. Waktu mahadanginya kada lawas. Panyajiannya unik karena kada mamakai papiringan malainkan mamakai daun. ",positive
961,Kiriman pina talambat sahari makai kurir ngitu. Labih responsif pang ,negative
916,"Pas handak manyantap variasi makanan, pilihannya musti Hanamasa. Lukasi wadahnya mayan nyaman. Pilihan makanannya banyak, mulai makanan ringan, bakar-bakaran, rabusan sampai makanan panutup. Kada mangaciwaakan banar.",positive
